Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Collection_Date,common_name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,ENA-FIRST-PUBLIC (run),ENA-LAST-UPDATE (run),environment_(biome),environment_(feature),environment_(material),Experiment,external_id,geo_loc_name_country,geo_loc_name_country_continent,geographic_location_(country_and/or_sea),geographic_location_(latitude),geographic_location_(longitude),human_gut_environmental_package,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,Investigation_type,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,project_name,ReleaseDate,create_date,version,Sample Name,Sample_name,Sequencing_method,SRA Study,Submitter_Id,ENA_first_public,ENA-LAST-UPDATE,Scientific_Name,ENA_first_public,ENA_last_update,INSDC_center_alias
ERR4775798,WGS,101,181152792,PRJEB37924,SAMEA7501326,93342349,MAYO CLINIC,2016,human metagenome,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",2020-10-30,2020-10-30,lower digestive tract,rectum,feces,ERX4645634,SAMEA7501326,USA,North America,USA,44.9 N,93.2 W,human-gut,MAYO,2020-10-30T04:07:59Z,2020-10-29T18:50:24Z,public,Illumina HiSeq 4000,metagenome,unspecified,SINGLE,PCR,METAGENOMIC,human metagenome,ILLUMINA,Longitudinal multi-omics reveals subset-specific mechanisms underlying irritable bowel syndrome,2020-10-31T00:00:00Z,2020-11-05T22:47:00Z,1,SAMEA7501326,ibs_273,"Illumina HiSeq\, single-end reads\, 100 bp length",ERP121278,ibs_273,2020-10-30T04:07:59Z,2020-10-29T18:50:24Z,human metagenome,,,
ERR4775799,WGS,101,155132869,PRJEB37924,SAMEA7501327,82903125,MAYO CLINIC,2016,human metagenome,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",2020-10-30,2020-10-30,lower digestive tract,rectum,feces,ERX4645635,SAMEA7501327,USA,North America,USA,44.9 N,93.2 W,human-gut,MAYO,2020-10-30T04:07:59Z,2020-10-29T18:50:24Z,public,Illumina HiSeq 4000,metagenome,unspecified,SINGLE,PCR,METAGENOMIC,human metagenome,ILLUMINA,Longitudinal multi-omics reveals subset-specific mechanisms underlying irritable bowel syndrome,2020-10-31T00:00:00Z,2020-11-05T22:47:00Z,1,SAMEA7501327,ibs_274,"Illumina HiSeq\, single-end reads\, 100 bp length",ERP121278,ibs_274,2020-10-30T04:07:59Z,2020-10-29T18:50:24Z,human metagenome,,,
ERR4775800,WGS,101,233883478,PRJEB37924,SAMEA7501328,128391155,MAYO CLINIC,2016,human metagenome,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",2020-10-30,2020-10-30,lower digestive tract,rectum,feces,ERX4645636,SAMEA7501328,USA,North America,USA,44.9 N,93.2 W,human-gut,MAYO,2020-10-30T04:07:59Z,2020-10-29T18:50:24Z,public,Illumina HiSeq 4000,metagenome,unspecified,SINGLE,PCR,METAGENOMIC,human metagenome,ILLUMINA,Longitudinal multi-omics reveals subset-specific mechanisms underlying irritable bowel syndrome,2020-10-31T00:00:00Z,2020-11-05T22:47:00Z,1,SAMEA7501328,ibs_275,"Illumina HiSeq\, single-end reads\, 100 bp length",ERP121278,ibs_275,2020-10-30T04:07:59Z,2020-10-29T18:50:24Z,human metagenome,,,
ERR4775801,WGS,101,115952040,PRJEB37924,SAMEA7501329,64056596,MAYO CLINIC,2016,human metagenome,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",2020-10-30,2020-10-30,lower digestive tract,rectum,feces,ERX4645637,SAMEA7501329,USA,North America,USA,44.9 N,93.2 W,human-gut,MAYO,2020-10-30T04:07:59Z,2020-10-29T18:50:24Z,public,Illumina HiSeq 4000,metagenome,unspecified,SINGLE,PCR,METAGENOMIC,human metagenome,ILLUMINA,Longitudinal multi-omics reveals subset-specific mechanisms underlying irritable bowel syndrome,2020-10-31T00:00:00Z,2020-11-05T22:47:00Z,1,SAMEA7501329,ibs_276,"Illumina HiSeq\, single-end reads\, 100 bp length",ERP121278,ibs_276,2020-10-30T04:07:59Z,2020-10-29T18:50:24Z,human metagenome,,,
ERR4775802,WGS,101,154444756,PRJEB37924,SAMEA7501330,79311801,MAYO CLINIC,2016,human metagenome,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",2020-10-30,2020-10-30,lower digestive tract,rectum,feces,ERX4645638,SAMEA7501330,USA,North America,USA,44.9 N,93.2 W,human-gut,MAYO,2020-10-30T04:07:59Z,2020-10-29T18:50:24Z,public,Illumina HiSeq 4000,metagenome,unspecified,SINGLE,PCR,METAGENOMIC,human metagenome,ILLUMINA,Longitudinal multi-omics reveals subset-specific mechanisms underlying irritable bowel syndrome,2020-10-31T00:00:00Z,2020-11-05T22:47:00Z,1,SAMEA7501330,ibs_277,"Illumina HiSeq\, single-end reads\, 100 bp length",ERP121278,ibs_277,2020-10-30T04:07:59Z,2020-10-29T18:50:24Z,human metagenome,,,
ERR4775803,WGS,101,4384814,PRJEB37924,SAMEA7501331,2870334,MAYO CLINIC,2016,human metagenome,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",2020-10-30,2020-10-30,lower digestive tract,rectum,feces,ERX4645639,SAMEA7501331,USA,North America,USA,44.9 N,93.2 W,human-gut,MAYO,2020-10-30T04:07:59Z,2020-10-29T18:50:24Z,public,Illumina HiSeq 4000,metagenome,unspecified,SINGLE,PCR,METAGENOMIC,human metagenome,ILLUMINA,Longitudinal multi-omics reveals subset-specific mechanisms underlying irritable bowel syndrome,2020-10-31T00:00:00Z,2020-11-05T22:46:00Z,1,SAMEA7501331,ibs_278,"Illumina HiSeq\, single-end reads\, 100 bp length",ERP121278,ibs_278,2020-10-30T04:07:59Z,2020-10-29T18:50:24Z,human metagenome,,,
ERR4775804,WGS,101,198498835,PRJEB37924,SAMEA7501332,108213435,MAYO CLINIC,2016,human metagenome,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",2020-10-30,2020-10-30,lower digestive tract,rectum,feces,ERX4645640,SAMEA7501332,USA,North America,USA,44.9 N,93.2 W,human-gut,MAYO,2020-10-30T04:07:59Z,2020-10-29T18:50:24Z,public,Illumina HiSeq 4000,metagenome,unspecified,SINGLE,PCR,METAGENOMIC,human metagenome,ILLUMINA,Longitudinal multi-omics reveals subset-specific mechanisms underlying irritable bowel syndrome,2020-10-31T00:00:00Z,2020-11-05T22:47:00Z,1,SAMEA7501332,ibs_279,"Illumina HiSeq\, single-end reads\, 100 bp length",ERP121278,ibs_279,2020-10-30T04:07:59Z,2020-10-29T18:50:24Z,human metagenome,,,
ERR4775805,WGS,101,167871090,PRJEB37924,SAMEA7501333,85789750,MAYO CLINIC,2016,human metagenome,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",2020-10-30,2020-10-30,lower digestive tract,rectum,feces,ERX4645641,SAMEA7501333,USA,North America,USA,44.9 N,93.2 W,human-gut,MAYO,2020-10-30T04:07:59Z,2020-10-29T18:50:24Z,public,Illumina HiSeq 4000,metagenome,unspecified,SINGLE,PCR,METAGENOMIC,human metagenome,ILLUMINA,Longitudinal multi-omics reveals subset-specific mechanisms underlying irritable bowel syndrome,2020-10-31T00:00:00Z,2020-11-05T22:47:00Z,1,SAMEA7501333,ibs_280,"Illumina HiSeq\, single-end reads\, 100 bp length",ERP121278,ibs_280,2020-10-30T04:07:59Z,2020-10-29T18:50:24Z,human metagenome,,,
ERR4775806,WGS,101,146353343,PRJEB37924,SAMEA7501334,79576915,MAYO CLINIC,2016,human metagenome,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",2020-10-30,2020-10-30,lower digestive tract,rectum,feces,ERX4645642,SAMEA7501334,USA,North America,USA,44.9 N,93.2 W,human-gut,MAYO,2020-10-30T04:07:59Z,2020-10-29T18:50:24Z,public,Illumina HiSeq 4000,metagenome,unspecified,SINGLE,PCR,METAGENOMIC,human metagenome,ILLUMINA,Longitudinal multi-omics reveals subset-specific mechanisms underlying irritable bowel syndrome,2020-10-31T00:00:00Z,2020-11-05T22:47:00Z,1,SAMEA7501334,ibs_281,"Illumina HiSeq\, single-end reads\, 100 bp length",ERP121278,ibs_281,2020-10-30T04:07:59Z,2020-10-29T18:50:24Z,human metagenome,,,
ERR4775807,WGS,101,241526653,PRJEB37924,SAMEA7501335,133085838,MAYO CLINIC,2016,human metagenome,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",2020-10-30,2020-10-30,lower digestive tract,rectum,feces,ERX4645643,SAMEA7501335,USA,North America,USA,44.9 N,93.2 W,human-gut,MAYO,2020-10-30T04:07:59Z,2020-10-29T18:50:24Z,public,Illumina HiSeq 4000,metagenome,unspecified,SINGLE,PCR,METAGENOMIC,human metagenome,ILLUMINA,Longitudinal multi-omics reveals subset-specific mechanisms underlying irritable bowel syndrome,2020-10-31T00:00:00Z,2020-11-05T22:47:00Z,1,SAMEA7501335,ibs_282,"Illumina HiSeq\, single-end reads\, 100 bp length",ERP121278,ibs_282,2020-10-30T04:07:59Z,2020-10-29T18:50:24Z,human metagenome,,,
ERR4775808,WGS,101,124417254,PRJEB37924,SAMEA7501336,68562638,MAYO CLINIC,2016,human metagenome,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",2020-10-30,2020-10-30,lower digestive tract,rectum,feces,ERX4645644,SAMEA7501336,USA,North America,USA,44.9 N,93.2 W,human-gut,MAYO,2020-10-30T04:07:59Z,2020-10-29T18:50:24Z,public,Illumina HiSeq 4000,metagenome,unspecified,SINGLE,PCR,METAGENOMIC,human metagenome,ILLUMINA,Longitudinal multi-omics reveals subset-specific mechanisms underlying irritable bowel syndrome,2020-10-31T00:00:00Z,2020-11-05T22:47:00Z,1,SAMEA7501336,ibs_283,"Illumina HiSeq\, single-end reads\, 100 bp length",ERP121278,ibs_283,2020-10-30T04:07:59Z,2020-10-29T18:50:24Z,human metagenome,,,
ERR4775809,WGS,101,187375705,PRJEB37924,SAMEA7501337,95186159,MAYO CLINIC,2016,human metagenome,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",2020-10-30,2020-10-30,lower digestive tract,rectum,feces,ERX4645645,SAMEA7501337,USA,North America,USA,44.9 N,93.2 W,human-gut,MAYO,2020-10-30T04:07:59Z,2020-10-29T18:50:24Z,public,Illumina HiSeq 4000,metagenome,unspecified,SINGLE,PCR,METAGENOMIC,human metagenome,ILLUMINA,Longitudinal multi-omics reveals subset-specific mechanisms underlying irritable bowel syndrome,2020-10-31T00:00:00Z,2020-11-05T22:47:00Z,1,SAMEA7501337,ibs_284,"Illumina HiSeq\, single-end reads\, 100 bp length",ERP121278,ibs_284,2020-10-30T04:07:59Z,2020-10-29T18:50:24Z,human metagenome,,,
ERR4775810,WGS,101,188787079,PRJEB37924,SAMEA7501338,103316850,MAYO CLINIC,2016,human metagenome,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",2020-10-30,2020-10-30,lower digestive tract,rectum,feces,ERX4645646,SAMEA7501338,USA,North America,USA,44.9 N,93.2 W,human-gut,MAYO,2020-10-30T04:07:59Z,2020-10-29T18:50:24Z,public,Illumina HiSeq 4000,metagenome,unspecified,SINGLE,PCR,METAGENOMIC,human metagenome,ILLUMINA,Longitudinal multi-omics reveals subset-specific mechanisms underlying irritable bowel syndrome,2020-10-31T00:00:00Z,2020-11-05T22:47:00Z,1,SAMEA7501338,ibs_285,"Illumina HiSeq\, single-end reads\, 100 bp length",ERP121278,ibs_285,2020-10-30T04:07:59Z,2020-10-29T18:50:24Z,human metagenome,,,
ERR4775811,WGS,101,147350213,PRJEB37924,SAMEA7501339,81827878,MAYO CLINIC,2016,human metagenome,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",2020-10-30,2020-10-30,lower digestive tract,rectum,feces,ERX4645647,SAMEA7501339,USA,North America,USA,44.9 N,93.2 W,human-gut,MAYO,2020-10-30T04:07:59Z,2020-10-29T18:50:24Z,public,Illumina HiSeq 4000,metagenome,unspecified,SINGLE,PCR,METAGENOMIC,human metagenome,ILLUMINA,Longitudinal multi-omics reveals subset-specific mechanisms underlying irritable bowel syndrome,2020-10-31T00:00:00Z,2020-11-05T22:47:00Z,1,SAMEA7501339,ibs_286,"Illumina HiSeq\, single-end reads\, 100 bp length",ERP121278,ibs_286,2020-10-30T04:07:59Z,2020-10-29T18:50:24Z,human metagenome,,,
ERR4775812,WGS,101,181877265,PRJEB37924,SAMEA7501340,91605410,MAYO CLINIC,2016,human metagenome,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",2020-10-30,2020-10-30,lower digestive tract,rectum,feces,ERX4645648,SAMEA7501340,USA,North America,USA,44.9 N,93.2 W,human-gut,MAYO,2020-10-30T04:07:59Z,2020-10-29T18:50:24Z,public,Illumina HiSeq 4000,metagenome,unspecified,SINGLE,PCR,METAGENOMIC,human metagenome,ILLUMINA,Longitudinal multi-omics reveals subset-specific mechanisms underlying irritable bowel syndrome,2020-10-31T00:00:00Z,2020-11-05T22:47:00Z,1,SAMEA7501340,ibs_287,"Illumina HiSeq\, single-end reads\, 100 bp length",ERP121278,ibs_287,2020-10-30T04:07:59Z,2020-10-29T18:50:24Z,human metagenome,,,
ERR4775813,WGS,101,160883809,PRJEB37924,SAMEA7501341,86769421,MAYO CLINIC,2016,human metagenome,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",2020-10-30,2020-10-30,lower digestive tract,rectum,feces,ERX4645649,SAMEA7501341,USA,North America,USA,44.9 N,93.2 W,human-gut,MAYO,2020-10-30T04:07:59Z,2020-10-29T18:50:24Z,public,Illumina HiSeq 4000,metagenome,unspecified,SINGLE,PCR,METAGENOMIC,human metagenome,ILLUMINA,Longitudinal multi-omics reveals subset-specific mechanisms underlying irritable bowel syndrome,2020-10-31T00:00:00Z,2020-11-05T22:47:00Z,1,SAMEA7501341,ibs_288,"Illumina HiSeq\, single-end reads\, 100 bp length",ERP121278,ibs_288,2020-10-30T04:07:59Z,2020-10-29T18:50:24Z,human metagenome,,,
ERR4775814,WGS,101,214303719,PRJEB37924,SAMEA7501342,114375515,MAYO CLINIC,2016,human metagenome,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",2020-10-30,2020-10-30,lower digestive tract,rectum,feces,ERX4645650,SAMEA7501342,USA,North America,USA,44.9 N,93.2 W,human-gut,MAYO,2020-10-30T04:07:59Z,2020-10-29T18:50:24Z,public,Illumina HiSeq 4000,metagenome,unspecified,SINGLE,PCR,METAGENOMIC,human metagenome,ILLUMINA,Longitudinal multi-omics reveals subset-specific mechanisms underlying irritable bowel syndrome,2020-10-31T00:00:00Z,2020-11-05T22:47:00Z,1,SAMEA7501342,ibs_289,"Illumina HiSeq\, single-end reads\, 100 bp length",ERP121278,ibs_289,2020-10-30T04:07:59Z,2020-10-29T18:50:24Z,human metagenome,,,
ERR4775815,WGS,101,179586787,PRJEB37924,SAMEA7501343,95018962,MAYO CLINIC,2016,human metagenome,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",2020-10-30,2020-10-30,lower digestive tract,rectum,feces,ERX4645651,SAMEA7501343,USA,North America,USA,44.9 N,93.2 W,human-gut,MAYO,2020-10-30T04:07:59Z,2020-10-29T18:50:24Z,public,Illumina HiSeq 4000,metagenome,unspecified,SINGLE,PCR,METAGENOMIC,human metagenome,ILLUMINA,Longitudinal multi-omics reveals subset-specific mechanisms underlying irritable bowel syndrome,2020-10-31T00:00:00Z,2020-11-05T22:47:00Z,1,SAMEA7501343,ibs_290,"Illumina HiSeq\, single-end reads\, 100 bp length",ERP121278,ibs_290,2020-10-30T04:07:59Z,2020-10-29T18:50:24Z,human metagenome,,,
ERR4775816,WGS,101,179601129,PRJEB37924,SAMEA7501344,91328941,MAYO CLINIC,2016,human metagenome,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",2020-10-30,2020-10-30,lower digestive tract,rectum,feces,ERX4645652,SAMEA7501344,USA,North America,USA,44.9 N,93.2 W,human-gut,MAYO,2020-10-30T04:07:59Z,2020-10-29T18:50:24Z,public,Illumina HiSeq 4000,metagenome,unspecified,SINGLE,PCR,METAGENOMIC,human metagenome,ILLUMINA,Longitudinal multi-omics reveals subset-specific mechanisms underlying irritable bowel syndrome,2020-10-31T00:00:00Z,2020-11-05T22:47:00Z,1,SAMEA7501344,ibs_291,"Illumina HiSeq\, single-end reads\, 100 bp length",ERP121278,ibs_291,2020-10-30T04:07:59Z,2020-10-29T18:50:24Z,human metagenome,,,
ERR4775817,WGS,101,164299427,PRJEB37924,SAMEA7501345,85944928,MAYO CLINIC,2016,human metagenome,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",2020-10-30,2020-10-30,lower digestive tract,rectum,feces,ERX4645653,SAMEA7501345,USA,North America,USA,44.9 N,93.2 W,human-gut,MAYO,2020-10-30T04:07:59Z,2020-10-29T18:50:24Z,public,Illumina HiSeq 4000,metagenome,unspecified,SINGLE,PCR,METAGENOMIC,human metagenome,ILLUMINA,Longitudinal multi-omics reveals subset-specific mechanisms underlying irritable bowel syndrome,2020-10-31T00:00:00Z,2020-11-05T22:47:00Z,1,SAMEA7501345,ibs_292,"Illumina HiSeq\, single-end reads\, 100 bp length",ERP121278,ibs_292,2020-10-30T04:07:59Z,2020-10-29T18:50:24Z,human metagenome,,,
ERR4775818,WGS,101,186249656,PRJEB37924,SAMEA7501346,91318620,MAYO CLINIC,2016,human metagenome,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",2020-10-30,2020-10-30,lower digestive tract,rectum,feces,ERX4645654,SAMEA7501346,USA,North America,USA,44.9 N,93.2 W,human-gut,MAYO,2020-10-30T04:07:59Z,2020-10-29T18:50:24Z,public,Illumina HiSeq 4000,metagenome,unspecified,SINGLE,PCR,METAGENOMIC,human metagenome,ILLUMINA,Longitudinal multi-omics reveals subset-specific mechanisms underlying irritable bowel syndrome,2020-10-31T00:00:00Z,2020-11-05T22:47:00Z,1,SAMEA7501346,ibs_293,"Illumina HiSeq\, single-end reads\, 100 bp length",ERP121278,ibs_293,2020-10-30T04:07:59Z,2020-10-29T18:50:24Z,human metagenome,,,
ERR4775819,WGS,101,159017733,PRJEB37924,SAMEA7501347,81500163,MAYO CLINIC,2016,human metagenome,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",2020-10-30,2020-10-30,lower digestive tract,rectum,feces,ERX4645655,SAMEA7501347,USA,North America,USA,44.9 N,93.2 W,human-gut,MAYO,2020-10-30T04:07:59Z,2020-10-29T18:50:24Z,public,Illumina HiSeq 4000,metagenome,unspecified,SINGLE,PCR,METAGENOMIC,human metagenome,ILLUMINA,Longitudinal multi-omics reveals subset-specific mechanisms underlying irritable bowel syndrome,2020-10-31T00:00:00Z,2020-11-05T22:47:00Z,1,SAMEA7501347,ibs_294,"Illumina HiSeq\, single-end reads\, 100 bp length",ERP121278,ibs_294,2020-10-30T04:07:59Z,2020-10-29T18:50:24Z,human metagenome,,,
ERR4775820,WGS,101,154800680,PRJEB37924,SAMEA7501348,88441369,MAYO CLINIC,2016,human metagenome,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",2020-10-30,2020-10-30,lower digestive tract,rectum,feces,ERX4645656,SAMEA7501348,USA,North America,USA,44.9 N,93.2 W,human-gut,MAYO,2020-10-30T04:07:59Z,2020-10-29T18:50:24Z,public,Illumina HiSeq 4000,metagenome,unspecified,SINGLE,PCR,METAGENOMIC,human metagenome,ILLUMINA,Longitudinal multi-omics reveals subset-specific mechanisms underlying irritable bowel syndrome,2020-10-31T00:00:00Z,2020-11-05T22:47:00Z,1,SAMEA7501348,ibs_295,"Illumina HiSeq\, single-end reads\, 100 bp length",ERP121278,ibs_295,2020-10-30T04:07:59Z,2020-10-29T18:50:24Z,human metagenome,,,
ERR4775821,WGS,101,124638646,PRJEB37924,SAMEA7501349,63862953,MAYO CLINIC,2016,human metagenome,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",2020-10-30,2020-10-30,lower digestive tract,rectum,feces,ERX4645657,SAMEA7501349,USA,North America,USA,44.9 N,93.2 W,human-gut,MAYO,2020-10-30T04:07:59Z,2020-10-29T18:50:25Z,public,Illumina HiSeq 4000,metagenome,unspecified,SINGLE,PCR,METAGENOMIC,human metagenome,ILLUMINA,Longitudinal multi-omics reveals subset-specific mechanisms underlying irritable bowel syndrome,2020-10-31T00:00:00Z,2020-11-05T22:47:00Z,1,SAMEA7501349,ibs_296,"Illumina HiSeq\, single-end reads\, 100 bp length",ERP121278,ibs_296,2020-10-30T04:07:59Z,2020-10-29T18:50:25Z,human metagenome,,,
ERR4775822,WGS,101,178852113,PRJEB37924,SAMEA7501350,91217860,MAYO CLINIC,2016,human metagenome,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",2020-10-30,2020-10-30,lower digestive tract,rectum,feces,ERX4645658,SAMEA7501350,USA,North America,USA,44.9 N,93.2 W,human-gut,MAYO,2020-10-30T04:07:59Z,2020-10-29T18:50:25Z,public,Illumina HiSeq 4000,metagenome,unspecified,SINGLE,PCR,METAGENOMIC,human metagenome,ILLUMINA,Longitudinal multi-omics reveals subset-specific mechanisms underlying irritable bowel syndrome,2020-10-31T00:00:00Z,2020-11-05T22:47:00Z,1,SAMEA7501350,ibs_297,"Illumina HiSeq\, single-end reads\, 100 bp length",ERP121278,ibs_297,2020-10-30T04:07:59Z,2020-10-29T18:50:25Z,human metagenome,,,
ERR4775823,WGS,101,152069943,PRJEB37924,SAMEA7501351,83071383,MAYO CLINIC,2016,human metagenome,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",2020-10-30,2020-10-30,lower digestive tract,rectum,feces,ERX4645659,SAMEA7501351,USA,North America,USA,44.9 N,93.2 W,human-gut,MAYO,2020-10-30T04:07:59Z,2020-10-29T18:50:25Z,public,Illumina HiSeq 4000,metagenome,unspecified,SINGLE,PCR,METAGENOMIC,human metagenome,ILLUMINA,Longitudinal multi-omics reveals subset-specific mechanisms underlying irritable bowel syndrome,2020-10-31T00:00:00Z,2020-11-05T22:47:00Z,1,SAMEA7501351,ibs_298,"Illumina HiSeq\, single-end reads\, 100 bp length",ERP121278,ibs_298,2020-10-30T04:07:59Z,2020-10-29T18:50:25Z,human metagenome,,,
ERR4775824,WGS,101,168017843,PRJEB37924,SAMEA7501352,86768332,MAYO CLINIC,2016,human metagenome,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",2020-10-30,2020-10-30,lower digestive tract,rectum,feces,ERX4645660,SAMEA7501352,USA,North America,USA,44.9 N,93.2 W,human-gut,MAYO,2020-10-30T04:07:59Z,2020-10-29T18:50:25Z,public,Illumina HiSeq 4000,metagenome,unspecified,SINGLE,PCR,METAGENOMIC,human metagenome,ILLUMINA,Longitudinal multi-omics reveals subset-specific mechanisms underlying irritable bowel syndrome,2020-10-31T00:00:00Z,2020-11-05T22:47:00Z,1,SAMEA7501352,ibs_299,"Illumina HiSeq\, single-end reads\, 100 bp length",ERP121278,ibs_299,2020-10-30T04:07:59Z,2020-10-29T18:50:25Z,human metagenome,,,
ERR4775825,WGS,101,183406910,PRJEB37924,SAMEA7501353,94591507,MAYO CLINIC,2016,human metagenome,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",2020-10-30,2020-10-30,lower digestive tract,rectum,feces,ERX4645661,SAMEA7501353,USA,North America,USA,44.9 N,93.2 W,human-gut,MAYO,2020-10-30T04:07:59Z,2020-10-29T18:50:25Z,public,Illumina HiSeq 4000,metagenome,unspecified,SINGLE,PCR,METAGENOMIC,human metagenome,ILLUMINA,Longitudinal multi-omics reveals subset-specific mechanisms underlying irritable bowel syndrome,2020-10-31T00:00:00Z,2020-11-05T22:47:00Z,1,SAMEA7501353,ibs_300,"Illumina HiSeq\, single-end reads\, 100 bp length",ERP121278,ibs_300,2020-10-30T04:07:59Z,2020-10-29T18:50:25Z,human metagenome,,,
ERR4775826,WGS,101,161948046,PRJEB37924,SAMEA7501354,83035818,MAYO CLINIC,2016,human metagenome,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",2020-10-30,2020-10-30,lower digestive tract,rectum,feces,ERX4645662,SAMEA7501354,USA,North America,USA,44.9 N,93.2 W,human-gut,MAYO,2020-10-30T04:07:59Z,2020-10-29T18:50:25Z,public,Illumina HiSeq 4000,metagenome,unspecified,SINGLE,PCR,METAGENOMIC,human metagenome,ILLUMINA,Longitudinal multi-omics reveals subset-specific mechanisms underlying irritable bowel syndrome,2020-10-31T00:00:00Z,2020-11-05T22:47:00Z,1,SAMEA7501354,ibs_301,"Illumina HiSeq\, single-end reads\, 100 bp length",ERP121278,ibs_301,2020-10-30T04:07:59Z,2020-10-29T18:50:25Z,human metagenome,,,
ERR4775827,WGS,101,159413653,PRJEB37924,SAMEA7501355,79359429,MAYO CLINIC,2016,human metagenome,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",2020-10-30,2020-10-30,lower digestive tract,rectum,feces,ERX4645663,SAMEA7501355,USA,North America,USA,44.9 N,93.2 W,human-gut,MAYO,2020-10-30T04:07:59Z,2020-10-29T18:50:25Z,public,Illumina HiSeq 4000,metagenome,unspecified,SINGLE,PCR,METAGENOMIC,human metagenome,ILLUMINA,Longitudinal multi-omics reveals subset-specific mechanisms underlying irritable bowel syndrome,2020-10-31T00:00:00Z,2020-11-05T22:47:00Z,1,SAMEA7501355,ibs_302,"Illumina HiSeq\, single-end reads\, 100 bp length",ERP121278,ibs_302,2020-10-30T04:07:59Z,2020-10-29T18:50:25Z,human metagenome,,,
ERR4775828,WGS,101,222124250,PRJEB37924,SAMEA7501356,118829346,MAYO CLINIC,2016,human metagenome,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",2020-10-30,2020-10-30,lower digestive tract,rectum,feces,ERX4645664,SAMEA7501356,USA,North America,USA,44.9 N,93.2 W,human-gut,MAYO,2020-10-30T04:07:59Z,2020-10-29T18:50:25Z,public,Illumina HiSeq 4000,metagenome,unspecified,SINGLE,PCR,METAGENOMIC,human metagenome,ILLUMINA,Longitudinal multi-omics reveals subset-specific mechanisms underlying irritable bowel syndrome,2020-10-31T00:00:00Z,2020-11-05T22:47:00Z,1,SAMEA7501356,ibs_303,"Illumina HiSeq\, single-end reads\, 100 bp length",ERP121278,ibs_303,2020-10-30T04:07:59Z,2020-10-29T18:50:25Z,human metagenome,,,
